dato;produksjon
29.07.07;2902
30.07.07;640
31.07.07;1691
01.08.07;1584
02.08.07;1906
03.08.07;2221
04.08.07;2257
05.08.07;855
06.08.07;564
07.08.07;883
08.08.07;398
09.08.07;818
10.08.07;3077
11.08.07;494
12.08.07;513
13.08.07;741
14.08.07;717
15.08.07;2969
16.08.07;1135
17.08.07;1248
18.08.07;2672
19.08.07;1094
20.08.07;2299
21.08.07;2073
22.08.07;463
23.08.07;1707
24.08.07;2046
25.08.07;2918
26.08.07;1120
27.08.07;2833
28.08.07;1560
29.08.07;1108
30.08.07;1234
31.08.07;225
01.09.07;1320
02.09.07;4626
03.09.07;3637
04.09.07;937
05.09.07;4822
06.09.07;3729
07.09.07;2994
08.09.07;2821
09.09.07;1418
10.09.07;948
11.09.07;3088
12.09.07;4442
13.09.07;1324
14.09.07;3959
15.09.07;5873
16.09.07;2549
17.09.07;4730
18.09.07;1876
19.09.07;2876
20.09.07;2593
21.09.07;3748
22.09.07;5030
23.09.07;1510
24.09.07;1498
25.09.07;2762
26.09.07;3690
27.09.07;870
28.09.07;2741
29.09.07;2858
30.09.07;2445
01.10.07;2672
02.10.07;1857
03.10.07;1431
04.10.07;895
05.10.07;440
06.10.07;1450
07.10.07;5859
08.10.07;4046
09.10.07;3921
10.10.07;2041
11.10.07;4018
12.10.07;2286
13.10.07;2983
14.10.07;2945
15.10.07;1628
16.10.07;2910
17.10.07;5373
18.10.07;4923
19.10.07;1866
20.10.07;6079
21.10.07;1868
22.10.07;1149
23.10.07;1162
24.10.07;4127
25.10.07;1965
26.10.07;1336
27.10.07;1737
28.10.07;2907
29.10.07;3430
30.10.07;4373
31.10.07;4829
01.11.07;5453
02.11.07;2752
03.11.07;5134
04.11.07;1608
05.11.07;3561
06.11.07;4279
07.11.07;4369
08.11.07;2393
09.11.07;3872
10.11.07;3732
11.11.07;2851
12.11.07;1335
13.11.07;1004
14.11.07;1328
15.11.07;5401
16.11.07;5248
17.11.07;3502
18.11.07;1848
19.11.07;1187
20.11.07;1329
21.11.07;1719
22.11.07;3369
23.11.07;4395
24.11.07;4015
25.11.07;3924
26.11.07;4602
27.11.07;1461
28.11.07;1947
29.11.07;4720
30.11.07;1616
01.12.07;1861
02.12.07;2163
03.12.07;1381
04.12.07;3416
05.12.07;2436
06.12.07;2099
07.12.07;798
08.12.07;1338
09.12.07;952
10.12.07;675
11.12.07;817
12.12.07;1642
13.12.07;2262
14.12.07;3428
15.12.07;1349
16.12.07;2790
17.12.07;4193
18.12.07;3108
19.12.07;6904
20.12.07;6811
21.12.07;5805
22.12.07;934
23.12.07;3350
24.12.07;6394
25.12.07;4334
26.12.07;5076
27.12.07;4844
28.12.07;5217
29.12.07;1059
30.12.07;4478
31.12.07;1474
01.01.08;2700
02.01.08;2854
03.01.08;3974
04.01.08;4451
05.01.08;4636
06.01.08;2581
07.01.08;2128
08.01.08;1364
09.01.08;1743
10.01.08;1176
11.01.08;1587
12.01.08;978
13.01.08;1282
14.01.08;1085
15.01.08;2524
16.01.08;2964
17.01.08;1507
18.01.08;2876
19.01.08;4720
20.01.08;4123
21.01.08;2006
22.01.08;914
23.01.08;3627
24.01.08;3927
25.01.08;4986
26.01.08;5017
27.01.08;4739
28.01.08;5822
29.01.08;2898
30.01.08;3659
31.01.08;3471
01.02.08;3395
02.02.08;4314
03.02.08;2001
04.02.08;2398
05.02.08;3055
06.02.08;4080
07.02.08;4253
08.02.08;2818
09.02.08;2582
10.02.08;3794
11.02.08;2558
12.02.08;5590
13.02.08;5719
14.02.08;2908
15.02.08;1317
16.02.08;6559
17.02.08;5080
18.02.08;3783
19.02.08;2442
20.02.08;1007
21.02.08;3878
22.02.08;5729
23.02.08;4630
24.02.08;4470
25.02.08;4439
26.02.08;1822
27.02.08;2993
28.02.08;2730
29.02.08;3915
01.03.08;2929
02.03.08;4295
03.03.08;1803
04.03.08;4636
05.03.08;5031
06.03.08;5279
07.03.08;1654
08.03.08;2695
09.03.08;3172
10.03.08;1224
11.03.08;2879
12.03.08;3022
13.03.08;1617
14.03.08;1983
15.03.08;2047
16.03.08;3349
17.03.08;2534
18.03.08;2690
19.03.08;1484
20.03.08;2901
21.03.08;4173
22.03.08;554
23.03.08;2045
24.03.08;1742
25.03.08;910
26.03.08;621
27.03.08;1168
28.03.08;1747
29.03.08;2170
30.03.08;2139
31.03.08;1153
01.04.08;1852
02.04.08;801
03.04.08;384
04.04.08;3830
05.04.08;2552
06.04.08;2099
07.04.08;4679
08.04.08;1721
09.04.08;1726
10.04.08;1449
11.04.08;804
12.04.08;1405
13.04.08;1848
14.04.08;2844
15.04.08;2280
16.04.08;2273
17.04.08;1745
18.04.08;1533
19.04.08;1372
20.04.08;606
21.04.08;1618
22.04.08;984
23.04.08;1045
24.04.08;1504
25.04.08;772
26.04.08;1017
27.04.08;1439
28.04.08;1172
29.04.08;2287
30.04.08;3086
01.05.08;3818
02.05.08;1323
03.05.08;197
04.05.08;582
05.05.08;840
06.05.08;2125
07.05.08;2064
08.05.08;2094
09.05.08;1341
10.05.08;1219
11.05.08;4602
12.05.08;1719
13.05.08;606
14.05.08;2168
15.05.08;329
16.05.08;1803
17.05.08;2401
18.05.08;789
19.05.08;1253
20.05.08;672
21.05.08;536
22.05.08;649
23.05.08;1349
24.05.08;2190
25.05.08;1067
26.05.08;1345
27.05.08;1522
28.05.08;1216
29.05.08;1288
30.05.08;444
31.05.08;456
01.06.08;496
02.06.08;3835
03.06.08;1304
04.06.08;276
05.06.08;300
06.06.08;783
07.06.08;489
08.06.08;2901
09.06.08;4943
10.06.08;3746
11.06.08;1103
12.06.08;1383
13.06.08;486
14.06.08;1587
15.06.08;473
16.06.08;672
17.06.08;263
18.06.08;323
19.06.08;901
20.06.08;2253
21.06.08;3890
22.06.08;1972
23.06.08;2492
24.06.08;3936
25.06.08;2585
26.06.08;1022
27.06.08;703
28.06.08;543
29.06.08;488
30.06.08;1513
01.07.08;1110
02.07.08;1192
03.07.08;1336
04.07.08;1350
05.07.08;1429
06.07.08;3611
07.07.08;3930
08.07.08;1898
09.07.08;246
10.07.08;772
11.07.08;3478
12.07.08;381
13.07.08;334
14.07.08;1189
15.07.08;3809
16.07.08;3526
17.07.08;2605
18.07.08;1066
19.07.08;937
20.07.08;1232
21.07.08;1263
22.07.08;2075
23.07.08;4441
24.07.08;1730
25.07.08;874
26.07.08;795
27.07.08;308
28.07.08;693
29.07.08;613
30.07.08;476
31.07.08;519
01.08.08;2839
02.08.08;1839
03.08.08;1487
04.08.08;3886
05.08.08;1200
06.08.08;488
07.08.08;952
08.08.08;1396
09.08.08;179
10.08.08;1407
11.08.08;1081
12.08.08;426
13.08.08;1307
14.08.08;2591
15.08.08;1011
16.08.08;1755
17.08.08;1566
18.08.08;1046
19.08.08;763
20.08.08;584
21.08.08;483
22.08.08;313
23.08.08;630
24.08.08;717
25.08.08;2581
26.08.08;1094
27.08.08;714
28.08.08;1316
29.08.08;1006
30.08.08;910
31.08.08;1986
01.09.08;2548
02.09.08;1742
03.09.08;4373
04.09.08;1255
05.09.08;1041
06.09.08;1174
07.09.08;1157
08.09.08;672
09.09.08;1664
10.09.08;3036
11.09.08;2977
12.09.08;1703
13.09.08;239
14.09.08;248
15.09.08;206
16.09.08;423
17.09.08;307
18.09.08;953
19.09.08;3149
20.09.08;1540
21.09.08;2065
22.09.08;2375
23.09.08;3085
24.09.08;1045
25.09.08;2004
26.09.08;3066
27.09.08;7775
28.09.08;5853
29.09.08;1485
30.09.08;1185
01.10.08;2908
02.10.08;2549
03.10.08;2156
04.10.08;2667
05.10.08;4272
06.10.08;6867
07.10.08;2102
08.10.08;3267
09.10.08;5053
10.10.08;3341
11.10.08;6826
12.10.08;6938
13.10.08;5872
14.10.08;6742
15.10.08;1922
16.10.08;763
17.10.08;2661
18.10.08;2498
19.10.08;3718
20.10.08;5205
21.10.08;6706
22.10.08;7296
23.10.08;3707
24.10.08;6130
25.10.08;5601
26.10.08;3797
27.10.08;4377
28.10.08;2134
29.10.08;1272
30.10.08;631
31.10.08;1051
01.11.08;4690
02.11.08;7246
03.11.08;7262
04.11.08;3417
05.11.08;713
06.11.08;1459
07.11.08;2150
08.11.08;2421
09.11.08;3723
10.11.08;4206
11.11.08;2770
12.11.08;2505
13.11.08;2561
14.11.08;2841
15.11.08;3888
16.11.08;3795
17.11.08;7379
18.11.08;7077
19.11.08;3725
20.11.08;5614
21.11.08;3332
22.11.08;4461
23.11.08;1274
24.11.08;3664
25.11.08;3311
26.11.08;5059
27.11.08;4837
28.11.08;3853
29.11.08;2622
30.11.08;2750
01.12.08;1174
02.12.08;1317
03.12.08;992
04.12.08;891
05.12.08;1019
06.12.08;631
07.12.08;2658
08.12.08;3856
09.12.08;3462
10.12.08;621
11.12.08;3110
12.12.08;2918
13.12.08;2959
14.12.08;3034
15.12.08;2719
16.12.08;4820
17.12.08;4819
18.12.08;6375
19.12.08;5453
20.12.08;2916
21.12.08;4541
22.12.08;4928
23.12.08;2606
24.12.08;4333
25.12.08;6464
26.12.08;7350
27.12.08;1769
28.12.08;1376
29.12.08;3934
30.12.08;7903
31.12.08;5200
01.01.09;3656
02.01.09;5641
03.01.09;1916
04.01.09;1045
05.01.09;4747
06.01.09;6044
07.01.09;4567
08.01.09;7551
09.01.09;6563
10.01.09;6474
11.01.09;6886
12.01.09;7307
13.01.09;2485
14.01.09;2214
15.01.09;3336
16.01.09;4670
17.01.09;5105
18.01.09;5744
19.01.09;4399
20.01.09;5080
21.01.09;4039
22.01.09;3624
23.01.09;3924
24.01.09;5792
25.01.09;3885
26.01.09;2119
27.01.09;1368
28.01.09;1519
29.01.09;1715
30.01.09;2118
31.01.09;1680
01.02.09;1168
02.02.09;727
03.02.09;1814
04.02.09;1664
05.02.09;719
06.02.09;1763
07.02.09;1072
08.02.09;969
09.02.09;4562
10.02.09;2784
11.02.09;4582
12.02.09;2485
13.02.09;1306
14.02.09;1012
15.02.09;1543
16.02.09;2312
17.02.09;4480
18.02.09;4381
19.02.09;3802
20.02.09;4522
21.02.09;5366
22.02.09;3659
23.02.09;4258
24.02.09;2816
25.02.09;1789
26.02.09;1277
27.02.09;2335
28.02.09;2716
01.03.09;4121
02.03.09;3747
03.03.09;3535
04.03.09;4304
05.03.09;3267
06.03.09;3556
07.03.09;3505
08.03.09;4971
09.03.09;4687
10.03.09;2659
11.03.09;2897
12.03.09;2207
13.03.09;5704
14.03.09;2753
15.03.09;2491
16.03.09;6456
17.03.09;6764
18.03.09;1877
19.03.09;2728
20.03.09;7612
21.03.09;4212
22.03.09;2503
23.03.09;2634
24.03.09;880
25.03.09;1242
26.03.09;3314
27.03.09;3436
28.03.09;2769
29.03.09;2376
30.03.09;5263
31.03.09;6238
01.04.09;3096
02.04.09;7539
03.04.09;4534
04.04.09;2356
05.04.09;2770
06.04.09;4204
07.04.09;1664
08.04.09;2993
09.04.09;2852
10.04.09;1424
11.04.09;2888
12.04.09;4299
13.04.09;1813
14.04.09;1368
15.04.09;1931
16.04.09;1065
17.04.09;3535
18.04.09;1153
19.04.09;2234
20.04.09;1394
21.04.09;1748
22.04.09;2583
23.04.09;574
24.04.09;1463
25.04.09;1826
26.04.09;1411
27.04.09;1778
28.04.09;796
29.04.09;2203
30.04.09;1083
01.05.09;711
02.05.09;1785
03.05.09;2708
04.05.09;1141
05.05.09;4695
06.05.09;2782
07.05.09;2483
08.05.09;3612
09.05.09;4261
10.05.09;4982
11.05.09;2870
12.05.09;1549
13.05.09;825
14.05.09;2767
15.05.09;1744
16.05.09;1941
17.05.09;1381
18.05.09;1730
19.05.09;1139
20.05.09;457
21.05.09;658
22.05.09;2212
23.05.09;1229
24.05.09;639
25.05.09;3767
26.05.09;855
27.05.09;3322
28.05.09;2364
29.05.09;5346
30.05.09;1495
31.05.09;2728
01.06.09;1448
02.06.09;2975
03.06.09;4498
04.06.09;2923
05.06.09;2737
06.06.09;1218
07.06.09;1081
08.06.09;240
09.06.09;359
10.06.09;532
11.06.09;437
12.06.09;403
13.06.09;760
14.06.09;1456
15.06.09;2521
16.06.09;1598
17.06.09;1620
18.06.09;2662
19.06.09;1436
20.06.09;1473
21.06.09;1595
22.06.09;1406
23.06.09;572
24.06.09;352
25.06.09;1304
26.06.09;1224
27.06.09;502
28.06.09;2405
29.06.09;854
30.06.09;953
01.07.09;783
02.07.09;1008
03.07.09;2408
04.07.09;3509
05.07.09;2502
06.07.09;2150
07.07.09;1532
08.07.09;3372
09.07.09;3045
10.07.09;1457
11.07.09;557
12.07.09;770
13.07.09;759
14.07.09;971
15.07.09;763
16.07.09;204
17.07.09;1509
18.07.09;4567
19.07.09;2880
20.07.09;1708
21.07.09;1161
22.07.09;678
23.07.09;1061
24.07.09;605
25.07.09;1555
26.07.09;2613
27.07.09;997
28.07.09;1251
29.07.09;1210
30.07.09;2225
31.07.09;4489
01.08.09;2061
02.08.09;1732
03.08.09;1116
04.08.09;550
05.08.09;185
06.08.09;574
07.08.09;254
08.08.09;521
09.08.09;182
10.08.09;166
11.08.09;451
12.08.09;1391
13.08.09;3609
14.08.09;3786
15.08.09;2102
16.08.09;873
17.08.09;858
18.08.09;1608
19.08.09;2223
20.08.09;3109
21.08.09;1737
22.08.09;1469
23.08.09;691
24.08.09;724
25.08.09;1091
26.08.09;907
27.08.09;1637
28.08.09;1735
29.08.09;4041
30.08.09;6222
31.08.09;5764
01.09.09;2068
02.09.09;2900
03.09.09;2213
04.09.09;3613
05.09.09;1528
06.09.09;1426
07.09.09;2840
08.09.09;4425
09.09.09;6108
10.09.09;6249
11.09.09;6773
12.09.09;6330
13.09.09;1577
14.09.09;843
15.09.09;3906
16.09.09;5623
17.09.09;6436
18.09.09;7012
19.09.09;704
20.09.09;5871
21.09.09;5105
22.09.09;5665
23.09.09;6108
24.09.09;2743
25.09.09;6399
26.09.09;7205
27.09.09;6964
28.09.09;7057
29.09.09;4783
30.09.09;1816
01.10.09;1004
02.10.09;1751
03.10.09;2609
04.10.09;1739
05.10.09;1737
06.10.09;2843
07.10.09;3586
08.10.09;1467
09.10.09;2464
10.10.09;939
11.10.09;1037
12.10.09;1974
13.10.09;701
14.10.09;2414
15.10.09;4625
16.10.09;3583
17.10.09;1744
18.10.09;1549
19.10.09;3146
20.10.09;1165
21.10.09;2249
22.10.09;2452
23.10.09;2248
24.10.09;2327
25.10.09;2638
26.10.09;1065
27.10.09;1052
28.10.09;2546
29.10.09;1821
30.10.09;779
31.10.09;1845
01.11.09;2133
02.11.09;5340
03.11.09;4822
04.11.09;6062
05.11.09;3939
06.11.09;2684
07.11.09;3327
08.11.09;1509
09.11.09;404
10.11.09;1091
11.11.09;1500
12.11.09;593
13.11.09;1851
14.11.09;4690
15.11.09;3462
16.11.09;2079
17.11.09;3918
18.11.09;1963
19.11.09;1690
20.11.09;4279
21.11.09;7547
22.11.09;1759
23.11.09;1780
24.11.09;1826
25.11.09;3675
26.11.09;4457
27.11.09;4490
28.11.09;1040
29.11.09;2119
30.11.09;2290
01.12.09;3998
02.12.09;2361
03.12.09;2492
04.12.09;2205
05.12.09;3268
06.12.09;4559
07.12.09;3074
08.12.09;1488
09.12.09;1292
10.12.09;648
11.12.09;596
12.12.09;1288
13.12.09;2883
14.12.09;2888
15.12.09;1372
16.12.09;3100
17.12.09;3298
18.12.09;6086
19.12.09;3286
20.12.09;4492
21.12.09;2717
22.12.09;2347
23.12.09;2517
24.12.09;3023
25.12.09;2354
26.12.09;6247
27.12.09;3451
28.12.09;1447
29.12.09;2215
30.12.09;1515
31.12.09;1052
01.01.10;4173
02.01.10;2247
03.01.10;4602
04.01.10;1824
05.01.10;1384
06.01.10;1152
07.01.10;1567
08.01.10;2945
09.01.10;4559
10.01.10;4370
11.01.10;1245
12.01.10;1438
13.01.10;932
14.01.10;859
15.01.10;1688
16.01.10;3846
17.01.10;4874
18.01.10;3399
19.01.10;3069
20.01.10;3142
21.01.10;3574
22.01.10;3257
23.01.10;1211
24.01.10;2664
25.01.10;3288
26.01.10;4194
27.01.10;5970
28.01.10;3074
29.01.10;4559
30.01.10;5619
31.01.10;1937
01.02.10;3186
02.02.10;2249
03.02.10;2511
04.02.10;4533
05.02.10;4047
06.02.10;2010
07.02.10;1936
08.02.10;1988
09.02.10;1186
10.02.10;4704
11.02.10;792
12.02.10;2362
13.02.10;3481
14.02.10;528
15.02.10;1652
16.02.10;1071
17.02.10;1962
18.02.10;1967
19.02.10;2884
20.02.10;3578
21.02.10;4401
22.02.10;1947
23.02.10;1286
24.02.10;3184
25.02.10;1798
26.02.10;667
27.02.10;2438
28.02.10;456
01.03.10;481
02.03.10;1025
03.03.10;1450
04.03.10;1257
05.03.10;1575
06.03.10;4753
07.03.10;8596
08.03.10;5803
09.03.10;6832
10.03.10;8017
11.03.10;4468
12.03.10;2197
13.03.10;2055
14.03.10;1525
15.03.10;1778
16.03.10;691
17.03.10;750
18.03.10;3270
19.03.10;1858
20.03.10;3324
21.03.10;1814
22.03.10;1883
23.03.10;3287
24.03.10;1244
25.03.10;2685
26.03.10;884
27.03.10;1899
28.03.10;1802
29.03.10;1864
30.03.10;1085
31.03.10;2637
01.04.10;2240
02.04.10;2397
03.04.10;1028
04.04.10;1577
05.04.10;1325
06.04.10;2308
07.04.10;1987
08.04.10;324
09.04.10;1870
10.04.10;425
11.04.10;1188
12.04.10;4276
13.04.10;1905
14.04.10;2951
15.04.10;4469
16.04.10;4489
17.04.10;4570
18.04.10;2706
19.04.10;2503
20.04.10;1637
21.04.10;427
22.04.10;585
23.04.10;2042
24.04.10;2135
25.04.10;1496
26.04.10;2916
27.04.10;2224
28.04.10;1857
29.04.10;2224
30.04.10;3100
01.05.10;3347
02.05.10;1303
03.05.10;1422
04.05.10;776
05.05.10;811
06.05.10;1061
07.05.10;765
08.05.10;1975
09.05.10;1879
10.05.10;734
11.05.10;2967
12.05.10;1827
13.05.10;1311
14.05.10;806
15.05.10;1032
16.05.10;2389
17.05.10;1564
18.05.10;1013
19.05.10;834
20.05.10;1110
21.05.10;649
22.05.10;2177
23.05.10;1213
24.05.10;590
25.05.10;2181
26.05.10;1772
27.05.10;1405
28.05.10;528
29.05.10;2417
30.05.10;842
31.05.10;373
01.06.10;1397
02.06.10;1108
03.06.10;3695
04.06.10;1930
05.06.10;2558
06.06.10;1256
07.06.10;2085
08.06.10;1351
09.06.10;2903
10.06.10;2018
11.06.10;1116
12.06.10;2601
13.06.10;1475
14.06.10;1125
15.06.10;1300
16.06.10;2413
17.06.10;4059
18.06.10;4772
19.06.10;4766
20.06.10;1201
21.06.10;1955
22.06.10;2248
23.06.10;1382
24.06.10;1279
25.06.10;1264
26.06.10;1717
27.06.10;1516
28.06.10;966
29.06.10;400
30.06.10;717
01.07.10;744
02.07.10;702
03.07.10;457
04.07.10;1086
05.07.10;3710
06.07.10;2989
07.07.10;376
08.07.10;764
09.07.10;724
10.07.10;2882
11.07.10;2396
12.07.10;2915
13.07.10;3772
14.07.10;2514
15.07.10;4850
16.07.10;1900
17.07.10;2012
18.07.10;3014
19.07.10;4404
20.07.10;1328
21.07.10;1204
22.07.10;3274
23.07.10;2256
24.07.10;1398
25.07.10;1120
26.07.10;1172
27.07.10;1043
28.07.10;542
29.07.10;2120
30.07.10;1938
31.07.10;3926
01.08.10;626
02.08.10;2565
03.08.10;269
04.08.10;530
05.08.10;1496
06.08.10;2054
07.08.10;907
08.08.10;521
09.08.10;1347
10.08.10;363
11.08.10;1171
12.08.10;1070
13.08.10;1200
14.08.10;2456
15.08.10;3518
16.08.10;2723
17.08.10;2279
18.08.10;4326
19.08.10;1208
20.08.10;2292
21.08.10;2711
22.08.10;4043
23.08.10;3901
24.08.10;4156
25.08.10;1878
26.08.10;283
27.08.10;184
28.08.10;406
29.08.10;1300
30.08.10;1301
31.08.10;2332
01.09.10;970
02.09.10;701
03.09.10;480
04.09.10;1262
05.09.10;287
06.09.10;1507
07.09.10;1476
08.09.10;1574
09.09.10;1708
10.09.10;1093
11.09.10;1490
12.09.10;2383
13.09.10;1570
14.09.10;2425
15.09.10;6200
16.09.10;3612
17.09.10;850
18.09.10;337
19.09.10;909
20.09.10;532
21.09.10;1617
22.09.10;1256
23.09.10;2579
24.09.10;1310
25.09.10;2417
26.09.10;2139
27.09.10;1778
28.09.10;1291
29.09.10;1333
30.09.10;973
01.10.10;1823
02.10.10;2961
03.10.10;4617
04.10.10;5370
05.10.10;5380
06.10.10;4769
07.10.10;4518
08.10.10;1870
09.10.10;3915
10.10.10;2217
11.10.10;3251
12.10.10;1966
13.10.10;4068
14.10.10;4721
15.10.10;1693
16.10.10;2846
17.10.10;4503
18.10.10;5667
19.10.10;5545
20.10.10;1319
21.10.10;2780
22.10.10;2995
23.10.10;2695
24.10.10;2699
25.10.10;3226
26.10.10;1203
27.10.10;4717
28.10.10;7579
29.10.10;3005
30.10.10;3267
31.10.10;5776
01.11.10;4237
02.11.10;3691
03.11.10;3362
04.11.10;7898
05.11.10;3805
06.11.10;5438
07.11.10;2991
08.11.10;1586
09.11.10;3117
10.11.10;2474
11.11.10;2254
12.11.10;3749
13.11.10;919
14.11.10;307
15.11.10;915
16.11.10;1867
17.11.10;2545
18.11.10;1924
19.11.10;1796
20.11.10;2770
21.11.10;2338
22.11.10;1588
23.11.10;1301
24.11.10;3651
25.11.10;2554
26.11.10;4956
27.11.10;5206
28.11.10;4749
29.11.10;2883
30.11.10;1375
01.12.10;2303
02.12.10;4373
03.12.10;1227
04.12.10;3403
05.12.10;5007
06.12.10;6570
07.12.10;2633
08.12.10;1287
09.12.10;1657
10.12.10;3170
11.12.10;2185
12.12.10;2011
13.12.10;2334
14.12.10;1264
15.12.10;6739
16.12.10;3360
17.12.10;3869
18.12.10;6189
19.12.10;5024
20.12.10;4160
21.12.10;1062
22.12.10;2025
23.12.10;2409
24.12.10;2201
25.12.10;1494
26.12.10;1525
27.12.10;2823
28.12.10;1924
29.12.10;3253
30.12.10;5426
31.12.10;5181
01.01.11;4224
02.01.11;2778
03.01.11;594
04.01.11;2468
05.01.11;3631
06.01.11;4912
07.01.11;6855
08.01.11;2921
09.01.11;3215
10.01.11;4404
11.01.11;2053
12.01.11;1290
13.01.11;1567
14.01.11;2696
15.01.11;5599
16.01.11;6065
17.01.11;7509
18.01.11;5282
19.01.11;1652
20.01.11;3675
21.01.11;7564
22.01.11;5102
23.01.11;5375
24.01.11;5968
25.01.11;1320
26.01.11;2789
27.01.11;7127
28.01.11;7532
29.01.11;6755
30.01.11;7152
31.01.11;7381
01.02.11;6697
02.02.11;6136
03.02.11;5342
04.02.11;5487
05.02.11;6907
06.02.11;6056
07.02.11;6422
08.02.11;4823
09.02.11;1057
10.02.11;3981
11.02.11;4303
12.02.11;857
13.02.11;3053
14.02.11;3373
15.02.11;2431
16.02.11;2592
17.02.11;2809
18.02.11;1707
19.02.11;1611
20.02.11;1511
21.02.11;2592
22.02.11;2877
23.02.11;3218
24.02.11;4418
25.02.11;4435
26.02.11;4609
27.02.11;3110
28.02.11;3021
01.03.11;6804
02.03.11;6051
03.03.11;6053
04.03.11;6650
05.03.11;6703
06.03.11;3857
07.03.11;8807
08.03.11;7613
09.03.11;5173
10.03.11;4517
11.03.11;4719
12.03.11;4981
13.03.11;2046
14.03.11;1554
15.03.11;3232
16.03.11;3726
17.03.11;3974
18.03.11;2635
19.03.11;6815
20.03.11;8047
21.03.11;7115
22.03.11;5010
23.03.11;7176
24.03.11;7591
25.03.11;4730
26.03.11;4594
27.03.11;3802
28.03.11;1149
29.03.11;2470
30.03.11;814
31.03.11;1826
01.04.11;1745
02.04.11;4053
03.04.11;3767
04.04.11;5038
05.04.11;4160
06.04.11;6302
07.04.11;5497
08.04.11;6574
09.04.11;6235
10.04.11;4868
11.04.11;2485
12.04.11;2567
13.04.11;3149
14.04.11;2279
15.04.11;8077
16.04.11;7853
17.04.11;8530
18.04.11;2272
19.04.11;2419
20.04.11;1346
21.04.11;1819
22.04.11;1733
23.04.11;913
24.04.11;1385
25.04.11;1623
26.04.11;5097
27.04.11;2142
28.04.11;1339
29.04.11;968
30.04.11;2516
01.05.11;1650
02.05.11;1576
03.05.11;745
04.05.11;1649
05.05.11;529
06.05.11;1377
07.05.11;1490
08.05.11;2103
09.05.11;1667
10.05.11;2109
11.05.11;927
12.05.11;1487
13.05.11;1100
14.05.11;801
15.05.11;958
16.05.11;3130
17.05.11;4340
18.05.11;1991
19.05.11;4325
20.05.11;3531
21.05.11;2614
22.05.11;1949
23.05.11;2593
24.05.11;5337
25.05.11;4511
26.05.11;3102
27.05.11;1539
28.05.11;1008
29.05.11;1461
30.05.11;4222
31.05.11;959
01.06.11;1958
02.06.11;7006
03.06.11;6107
04.06.11;4285
05.06.11;2248
06.06.11;1366
07.06.11;1055
08.06.11;1255
09.06.11;2377
10.06.11;1051
11.06.11;1003
12.06.11;1593
13.06.11;989
14.06.11;2933
15.06.11;1137
16.06.11;1609
17.06.11;993
18.06.11;1771
19.06.11;1633
20.06.11;983
21.06.11;3157
22.06.11;1282
23.06.11;1835
24.06.11;1132
25.06.11;1026
26.06.11;491
27.06.11;1910
28.06.11;2499
29.06.11;2072
30.06.11;1905
01.07.11;2849
02.07.11;4731
03.07.11;2473
04.07.11;1923
05.07.11;419
06.07.11;2075
07.07.11;1619
08.07.11;795
09.07.11;1847
10.07.11;900
11.07.11;887
12.07.11;2689
13.07.11;2111
14.07.11;2083
15.07.11;1543
16.07.11;1868
17.07.11;2295
18.07.11;2803
19.07.11;1771
20.07.11;725
21.07.11;1426
22.07.11;2541
23.07.11;3446
24.07.11;1928
25.07.11;3612
26.07.11;3269
27.07.11;1252
28.07.11;532
29.07.11;1018
30.07.11;1383
31.07.11;806
01.08.11;90
02.08.11;401
03.08.11;950
04.08.11;2420
05.08.11;1956
06.08.11;1254
07.08.11;3349
08.08.11;1647
09.08.11;3190
10.08.11;739
11.08.11;320
12.08.11;420
13.08.11;1695
14.08.11;4707
15.08.11;3688
16.08.11;982
17.08.11;952
18.08.11;731
19.08.11;1900
20.08.11;977
21.08.11;2053
22.08.11;2287
23.08.11;823
24.08.11;2459
25.08.11;1264
26.08.11;2894
27.08.11;3475
28.08.11;3794
29.08.11;2205
30.08.11;1809
31.08.11;1075
01.09.11;412
02.09.11;1368
03.09.11;3339
04.09.11;3269
05.09.11;2200
06.09.11;3552
07.09.11;5582
08.09.11;2624
09.09.11;812
10.09.11;1396
11.09.11;2614
12.09.11;3000
13.09.11;3791
14.09.11;4105
15.09.11;4493
16.09.11;2088
17.09.11;4447
18.09.11;3192
19.09.11;5005
20.09.11;3113
21.09.11;2611
22.09.11;5361
23.09.11;5198
24.09.11;1651
25.09.11;1891
26.09.11;5901
27.09.11;5985
28.09.11;5021
29.09.11;6975
30.09.11;2720
01.10.11;2057
02.10.11;2536
03.10.11;3129
04.10.11;8633
05.10.11;6131
06.10.11;5542
07.10.11;7234
08.10.11;3255
09.10.11;6279
10.10.11;7008
11.10.11;5430
12.10.11;5842
13.10.11;1346
14.10.11;2429
15.10.11;3414
16.10.11;2439
17.10.11;3106
18.10.11;6045
19.10.11;8330
20.10.11;6798
21.10.11;4051
22.10.11;4022
23.10.11;3616
24.10.11;3587
25.10.11;3495
26.10.11;5927
27.10.11;4660
28.10.11;6477
29.10.11;3481
30.10.11;4494
31.10.11;3608
01.11.11;4071
02.11.11;4046
03.11.11;2907
04.11.11;4962
05.11.11;4811
06.11.11;2344
07.11.11;6630
08.11.11;2624
09.11.11;3185
10.11.11;2209
11.11.11;2335
12.11.11;3813
13.11.11;6480
14.11.11;5217
15.11.11;1963
16.11.11;3360
17.11.11;1676
18.11.11;2347
19.11.11;1466
20.11.11;3969
21.11.11;1560
22.11.11;2791
23.11.11;5933
24.11.11;7031
25.11.11;5465
