,region,statistikkvariabel,tid,boligbygging
415,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-02-01,259.5
416,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-03-01,284.0
417,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-04-01,159.6
418,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-05-01,243.1
419,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-06-01,260.2
420,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-07-01,199.3
421,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-08-01,299.2
422,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-09-01,358.4
423,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-10-01,339.1
424,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-11-01,335.0
425,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-12-01,288.1
426,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-01-01,337.7
427,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-02-01,266.1
428,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-03-01,287.9
429,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-04-01,219.3
430,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-05-01,262.4
431,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-06-01,310.7
432,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-07-01,233.8
433,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-08-01,283.0
434,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-09-01,338.1
435,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-10-01,313.5
436,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-11-01,310.8
437,0 Hele landet,Igangsatt bruksareal (1 000 m2),2001-12-01,222.7
438,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-01-01,287.3
439,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-02-01,280.5
440,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-03-01,192.5
441,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-04-01,225.4
442,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-05-01,217.3
443,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-06-01,270.9
444,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-07-01,151.9
445,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-08-01,291.0
446,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-09-01,290.4
447,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-10-01,271.1
448,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-11-01,301.1
449,0 Hele landet,Igangsatt bruksareal (1 000 m2),2002-12-01,223.9
450,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-01-01,319.6
451,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-02-01,171.2
452,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-03-01,249.8
453,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-04-01,180.0
454,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-05-01,198.6
455,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-06-01,262.9
456,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-07-01,167.2
457,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-08-01,253.7
458,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-09-01,268.1
459,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-10-01,318.1
460,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-11-01,264.1
461,0 Hele landet,Igangsatt bruksareal (1 000 m2),2003-12-01,229.0
462,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-01-01,280.9
463,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-02-01,256.3
464,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-03-01,163.7
465,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-04-01,281.7
466,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-05-01,264.8
467,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-06-01,369.3
468,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-07-01,196.0
469,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-08-01,330.5
470,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-09-01,278.6
471,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-10-01,425.6
472,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-11-01,339.3
473,0 Hele landet,Igangsatt bruksareal (1 000 m2),2004-12-01,269.1
474,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-01-01,397.1
475,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-02-01,291.5
476,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-03-01,221.6
477,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-04-01,332.0
478,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-05-01,339.7
479,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-06-01,239.1
480,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-07-01,226.7
481,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-08-01,320.5
482,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-09-01,306.1
483,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-10-01,383.0
484,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-11-01,406.4
485,0 Hele landet,Igangsatt bruksareal (1 000 m2),2005-12-01,384.9
486,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-01-01,363.6
487,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-02-01,261.6
488,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-03-01,361.3
489,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-04-01,287.6
490,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-05-01,267.3
491,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-06-01,350.9
492,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-07-01,210.7
493,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-08-01,303.7
494,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-09-01,352.3
495,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-10-01,430.3
496,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-11-01,387.9
497,0 Hele landet,Igangsatt bruksareal (1 000 m2),2006-12-01,461.4
498,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-01-01,436.2
499,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-02-01,319.4
500,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-03-01,273.1
501,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-04-01,350.1
502,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-05-01,313.5
503,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-06-01,340.5
504,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-07-01,209.2
505,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-08-01,336.3
506,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-09-01,365.5
507,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-10-01,409.6
508,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-11-01,396.2
509,0 Hele landet,Igangsatt bruksareal (1 000 m2),2007-12-01,263.1
510,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-01-01,346.8
511,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-02-01,267.0
512,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-03-01,234.3
513,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-04-01,250.9
514,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-05-01,279.9
515,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-06-01,345.1
516,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-07-01,162.9
517,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-08-01,309.0
518,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-09-01,316.2
519,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-10-01,285.4
520,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-11-01,359.0
521,0 Hele landet,Igangsatt bruksareal (1 000 m2),2008-12-01,220.4
522,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-01-01,308.1
523,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-02-01,187.2
524,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-03-01,216.4
525,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-04-01,158.6
526,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-05-01,230.3
527,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-06-01,231.9
528,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-07-01,127.0
529,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-08-01,228.1
530,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-09-01,275.8
531,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-10-01,288.3
532,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-11-01,284.3
533,0 Hele landet,Igangsatt bruksareal (1 000 m2),2009-12-01,191.8
534,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-01-01,296.0
535,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-02-01,223.7
536,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-03-01,190.3
537,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-04-01,250.0
538,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-05-01,199.2
539,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-06-01,263.5
540,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-07-01,206.7
541,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-08-01,258.9
542,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-09-01,247.2
543,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-10-01,314.5
544,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-11-01,387.5
545,0 Hele landet,Igangsatt bruksareal (1 000 m2),2010-12-01,220.1
546,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-01-01,397.1
547,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-02-01,278.5
548,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-03-01,343.3
549,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-04-01,365.0
550,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-05-01,304.6
551,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-06-01,285.4
552,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-07-01,247.0
553,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-08-01,286.7
554,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-09-01,304.6
555,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-10-01,402.1
556,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-11-01,343.6
557,0 Hele landet,Igangsatt bruksareal (1 000 m2),2011-12-01,246.8
558,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-01-01,347.0
559,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-02-01,255.6
560,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-03-01,276.1
561,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-04-01,305.1
562,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-05-01,335.6
563,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-06-01,400.3
564,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-07-01,269.3
565,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-08-01,364.6
566,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-09-01,414.9
567,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-10-01,361.6
568,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-11-01,392.7
569,0 Hele landet,Igangsatt bruksareal (1 000 m2),2012-12-01,303.0
570,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-01-01,413.5
571,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-02-01,324.2
572,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-03-01,305.6
573,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-04-01,325.5
574,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-05-01,305.9
575,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-06-01,364.4
576,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-07-01,227.8
577,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-08-01,353.7
578,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-09-01,396.5
579,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-10-01,397.3
580,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-11-01,402.7
581,0 Hele landet,Igangsatt bruksareal (1 000 m2),2013-12-01,313.0
582,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-01-01,266.0
583,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-02-01,264.9
584,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-03-01,340.8
585,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-04-01,232.7
586,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-05-01,388.3
587,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-06-01,344.0
588,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-07-01,280.6
589,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-08-01,297.3
590,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-09-01,266.4
591,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-10-01,371.8
592,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-11-01,351.6
593,0 Hele landet,Igangsatt bruksareal (1 000 m2),2014-12-01,232.7
594,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-01-01,335.7
595,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-02-01,268.4
596,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-03-01,304.4
597,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-04-01,368.3
598,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-05-01,337.9
599,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-06-01,343.0
600,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-07-01,272.4
601,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-08-01,340.7
602,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-09-01,370.9
603,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-10-01,439.5
604,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-11-01,388.4
605,0 Hele landet,Igangsatt bruksareal (1 000 m2),2015-12-01,297.3
606,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-01-01,334.0
607,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-02-01,321.3
608,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-03-01,354.4
609,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-04-01,384.3
610,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-05-01,370.3
611,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-06-01,432.7
612,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-07-01,295.0
613,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-08-01,398.7
614,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-09-01,409.3
615,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-10-01,406.8
616,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-11-01,462.6
617,0 Hele landet,Igangsatt bruksareal (1 000 m2),2016-12-01,385.0
618,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-01-01,412.1
619,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-02-01,348.2
620,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-03-01,444.6
621,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-04-01,376.8
622,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-05-01,326.5
623,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-06-01,489.5
624,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-07-01,393.9
625,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-08-01,312.3
626,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-09-01,431.7
627,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-10-01,362.0
628,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-11-01,381.2
629,0 Hele landet,Igangsatt bruksareal (1 000 m2),2017-12-01,296.3
630,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-01-01,343.8
631,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-02-01,295.9
632,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-03-01,298.1
633,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-04-01,346.2
634,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-05-01,279.9
635,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-06-01,350.6
636,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-07-01,332.4
637,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-08-01,349.6
638,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-09-01,339.2
639,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-10-01,390.7
640,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-11-01,412.5
641,0 Hele landet,Igangsatt bruksareal (1 000 m2),2018-12-01,286.5
642,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-01-01,371.2
643,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-02-01,292.8
644,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-03-01,293.2
645,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-04-01,360.0
646,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-05-01,346.1
647,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-06-01,367.9
648,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-07-01,327.6
649,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-08-01,347.4
650,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-09-01,340.7
651,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-10-01,347.2
652,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-11-01,336.3
653,0 Hele landet,Igangsatt bruksareal (1 000 m2),2019-12-01,207.7
654,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-01-01,281.2
655,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-02-01,258.4
656,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-03-01,344.2
657,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-04-01,300.9
658,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-05-01,316.2
659,0 Hele landet,Igangsatt bruksareal (1 000 m2),2020-06-01,352.7
660,0 Hele landet,Boliger under arbeid,1993-01-01,14057.0
661,0 Hele landet,Boliger under arbeid,1993-02-01,13706.0
662,0 Hele landet,Boliger under arbeid,1993-03-01,13459.0
663,0 Hele landet,Boliger under arbeid,1993-04-01,13088.0
664,0 Hele landet,Boliger under arbeid,1993-05-01,13173.0
665,0 Hele landet,Boliger under arbeid,1993-06-01,13303.0
666,0 Hele landet,Boliger under arbeid,1993-07-01,13587.0
667,0 Hele landet,Boliger under arbeid,1993-08-01,13569.0
668,0 Hele landet,Boliger under arbeid,1993-09-01,13772.0
669,0 Hele landet,Boliger under arbeid,1993-10-01,13593.0
670,0 Hele landet,Boliger under arbeid,1993-11-01,14142.0
671,0 Hele landet,Boliger under arbeid,1993-12-01,14074.0
672,0 Hele landet,Boliger under arbeid,1994-01-01,14269.0
673,0 Hele landet,Boliger under arbeid,1994-02-01,13912.0
674,0 Hele landet,Boliger under arbeid,1994-03-01,13838.0
675,0 Hele landet,Boliger under arbeid,1994-04-01,14223.0
676,0 Hele landet,Boliger under arbeid,1994-05-01,14788.0
677,0 Hele landet,Boliger under arbeid,1994-06-01,15325.0
678,0 Hele landet,Boliger under arbeid,1994-07-01,15744.0
679,0 Hele landet,Boliger under arbeid,1994-08-01,16285.0
680,0 Hele landet,Boliger under arbeid,1994-09-01,16412.0
681,0 Hele landet,Boliger under arbeid,1994-10-01,16989.0
682,0 Hele landet,Boliger under arbeid,1994-11-01,17248.0
683,0 Hele landet,Boliger under arbeid,1994-12-01,16524.0
684,0 Hele landet,Boliger under arbeid,1995-01-01,16429.0
685,0 Hele landet,Boliger under arbeid,1995-02-01,16383.0
686,0 Hele landet,Boliger under arbeid,1995-03-01,15984.0
687,0 Hele landet,Boliger under arbeid,1995-04-01,15984.0
688,0 Hele landet,Boliger under arbeid,1995-05-01,16018.0
689,0 Hele landet,Boliger under arbeid,1995-06-01,16380.0
690,0 Hele landet,Boliger under arbeid,1995-07-01,16367.0
691,0 Hele landet,Boliger under arbeid,1995-08-01,16892.0
692,0 Hele landet,Boliger under arbeid,1995-09-01,17133.0
693,0 Hele landet,Boliger under arbeid,1995-10-01,17491.0
694,0 Hele landet,Boliger under arbeid,1995-11-01,17697.0
695,0 Hele landet,Boliger under arbeid,1995-12-01,17078.0
696,0 Hele landet,Boliger under arbeid,1996-01-01,16569.0
697,0 Hele landet,Boliger under arbeid,1996-02-01,16025.0
698,0 Hele landet,Boliger under arbeid,1996-03-01,15611.0
699,0 Hele landet,Boliger under arbeid,1996-04-01,15841.0
700,0 Hele landet,Boliger under arbeid,1996-05-01,16194.0
701,0 Hele landet,Boliger under arbeid,1996-06-01,16426.0
702,0 Hele landet,Boliger under arbeid,1996-07-01,16844.0
703,0 Hele landet,Boliger under arbeid,1996-08-01,17328.0
704,0 Hele landet,Boliger under arbeid,1996-09-01,17725.0
705,0 Hele landet,Boliger under arbeid,1996-10-01,17907.0
706,0 Hele landet,Boliger under arbeid,1996-11-01,17792.0
707,0 Hele landet,Boliger under arbeid,1996-12-01,17656.0
708,0 Hele landet,Boliger under arbeid,1997-01-01,17500.0
709,0 Hele landet,Boliger under arbeid,1997-02-01,17401.0
710,0 Hele landet,Boliger under arbeid,1997-03-01,17012.0
711,0 Hele landet,Boliger under arbeid,1997-04-01,17199.0
712,0 Hele landet,Boliger under arbeid,1997-05-01,17528.0
713,0 Hele landet,Boliger under arbeid,1997-06-01,17797.0
714,0 Hele landet,Boliger under arbeid,1997-07-01,18370.0
715,0 Hele landet,Boliger under arbeid,1997-08-01,18861.0
716,0 Hele landet,Boliger under arbeid,1997-09-01,19552.0
717,0 Hele landet,Boliger under arbeid,1997-10-01,19925.0
718,0 Hele landet,Boliger under arbeid,1997-11-01,19490.0
719,0 Hele landet,Boliger under arbeid,1997-12-01,19445.0
720,0 Hele landet,Boliger under arbeid,1998-01-01,19109.0
721,0 Hele landet,Boliger under arbeid,1998-02-01,18831.0
722,0 Hele landet,Boliger under arbeid,1998-03-01,18857.0
723,0 Hele landet,Boliger under arbeid,1998-04-01,19014.0
724,0 Hele landet,Boliger under arbeid,1998-05-01,18968.0
725,0 Hele landet,Boliger under arbeid,1998-06-01,18763.0
726,0 Hele landet,Boliger under arbeid,1998-07-01,18876.0
727,0 Hele landet,Boliger under arbeid,1998-08-01,18598.0
728,0 Hele landet,Boliger under arbeid,1998-09-01,18931.0
729,0 Hele landet,Boliger under arbeid,1998-10-01,18887.0
730,0 Hele landet,Boliger under arbeid,1998-11-01,18905.0
731,0 Hele landet,Boliger under arbeid,1998-12-01,18486.0
732,0 Hele landet,Boliger under arbeid,1999-01-01,17931.0
733,0 Hele landet,Boliger under arbeid,1999-02-01,17720.0
734,0 Hele landet,Boliger under arbeid,1999-03-01,17586.0
735,0 Hele landet,Boliger under arbeid,1999-04-01,17968.0
736,0 Hele landet,Boliger under arbeid,1999-05-01,18028.0
737,0 Hele landet,Boliger under arbeid,1999-06-01,18027.0
738,0 Hele landet,Boliger under arbeid,1999-07-01,18233.0
739,0 Hele landet,Boliger under arbeid,1999-08-01,18268.0
740,0 Hele landet,Boliger under arbeid,1999-09-01,18583.0
741,0 Hele landet,Boliger under arbeid,1999-10-01,18428.0
742,0 Hele landet,Boliger under arbeid,1999-11-01,18672.0
743,0 Hele landet,Boliger under arbeid,1999-12-01,18893.0
744,0 Hele landet,Boliger under arbeid,2000-01-01,19123.0
745,0 Hele landet,Boliger under arbeid,2000-02-01,19164.0
746,0 Hele landet,Boliger under arbeid,2000-03-01,19526.0
747,0 Hele landet,Boliger under arbeid,2000-04-01,19567.0
748,0 Hele landet,Boliger under arbeid,2000-05-01,19805.0
749,0 Hele landet,Boliger under arbeid,2000-06-01,20195.0
750,0 Hele landet,Boliger under arbeid,2000-07-01,20354.0
751,0 Hele landet,Boliger under arbeid,2000-08-01,20654.0
752,0 Hele landet,Boliger under arbeid,2000-09-01,21664.0
753,0 Hele landet,Boliger under arbeid,2000-10-01,22471.0
754,0 Hele landet,Boliger under arbeid,2000-11-01,22903.0
755,0 Hele landet,Boliger under arbeid,2000-12-01,22722.0
756,0 Hele landet,Boliger under arbeid,2001-01-01,22288.0
757,0 Hele landet,Boliger under arbeid,2001-02-01,22522.0
758,0 Hele landet,Boliger under arbeid,2001-03-01,22891.0
759,0 Hele landet,Boliger under arbeid,2001-04-01,23306.0
760,0 Hele landet,Boliger under arbeid,2001-05-01,23691.0
761,0 Hele landet,Boliger under arbeid,2001-06-01,24231.0
762,0 Hele landet,Boliger under arbeid,2001-07-01,24539.0
763,0 Hele landet,Boliger under arbeid,2001-08-01,24879.0
764,0 Hele landet,Boliger under arbeid,2001-09-01,25259.0
765,0 Hele landet,Boliger under arbeid,2001-10-01,25626.0
766,0 Hele landet,Boliger under arbeid,2001-11-01,25914.0
767,0 Hele landet,Boliger under arbeid,2001-12-01,25804.0
768,0 Hele landet,Boliger under arbeid,2002-01-01,25659.0
769,0 Hele landet,Boliger under arbeid,2002-02-01,26069.0
770,0 Hele landet,Boliger under arbeid,2002-03-01,26034.0
771,0 Hele landet,Boliger under arbeid,2002-04-01,26268.0
772,0 Hele landet,Boliger under arbeid,2002-05-01,26403.0
773,0 Hele landet,Boliger under arbeid,2002-06-01,26432.0
774,0 Hele landet,Boliger under arbeid,2002-07-01,26153.0
775,0 Hele landet,Boliger under arbeid,2002-08-01,26532.0
776,0 Hele landet,Boliger under arbeid,2002-09-01,27314.0
777,0 Hele landet,Boliger under arbeid,2002-10-01,27347.0
778,0 Hele landet,Boliger under arbeid,2002-11-01,27136.0
779,0 Hele landet,Boliger under arbeid,2002-12-01,26986.0
780,0 Hele landet,Boliger under arbeid,2003-01-01,26837.0
781,0 Hele landet,Boliger under arbeid,2003-02-01,26934.0
782,0 Hele landet,Boliger under arbeid,2003-03-01,27279.0
783,0 Hele landet,Boliger under arbeid,2003-04-01,27602.0
784,0 Hele landet,Boliger under arbeid,2003-05-01,27688.0
785,0 Hele landet,Boliger under arbeid,2003-06-01,27465.0
786,0 Hele landet,Boliger under arbeid,2003-07-01,27760.0
787,0 Hele landet,Boliger under arbeid,2003-08-01,27941.0
788,0 Hele landet,Boliger under arbeid,2003-09-01,28163.0
789,0 Hele landet,Boliger under arbeid,2003-10-01,28415.0
