,region,statistikkvariabel,tid,boligbygging
1815,0 Hele landet,Fullfoert bruksareal (1 000 m2),2006-10-01,351.8
1816,0 Hele landet,Fullfoert bruksareal (1 000 m2),2006-11-01,307.3
1817,0 Hele landet,Fullfoert bruksareal (1 000 m2),2006-12-01,437.6
1818,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-01-01,392.8
1819,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-02-01,307.1
1820,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-03-01,271.7
1821,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-04-01,282.9
1822,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-05-01,254.7
1823,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-06-01,299.0
1824,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-07-01,205.6
1825,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-08-01,316.9
1826,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-09-01,277.1
1827,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-10-01,298.9
1828,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-11-01,387.9
1829,0 Hele landet,Fullfoert bruksareal (1 000 m2),2007-12-01,369.0
1830,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-01-01,320.1
1831,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-02-01,297.2
1832,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-03-01,242.7
1833,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-04-01,273.3
1834,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-05-01,236.0
1835,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-06-01,382.8
1836,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-07-01,207.7
1837,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-08-01,303.5
1838,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-09-01,315.9
1839,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-10-01,297.2
1840,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-11-01,345.1
1841,0 Hele landet,Fullfoert bruksareal (1 000 m2),2008-12-01,283.8
1842,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-01-01,458.1
1843,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-02-01,239.1
1844,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-03-01,221.4
1845,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-04-01,163.2
1846,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-05-01,255.2
1847,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-06-01,233.4
1848,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-07-01,140.6
1849,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-08-01,195.9
1850,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-09-01,160.7
1851,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-10-01,259.2
1852,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-11-01,236.0
1853,0 Hele landet,Fullfoert bruksareal (1 000 m2),2009-12-01,194.8
1854,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-01-01,248.5
1855,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-02-01,215.1
1856,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-03-01,150.9
1857,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-04-01,148.1
1858,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-05-01,135.9
1859,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-06-01,223.0
1860,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-07-01,147.0
1861,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-08-01,214.5
1862,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-09-01,176.3
1863,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-10-01,248.7
1864,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-11-01,311.1
1865,0 Hele landet,Fullfoert bruksareal (1 000 m2),2010-12-01,221.9
1866,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-01-01,252.0
1867,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-02-01,223.7
1868,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-03-01,203.4
1869,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-04-01,141.4
1870,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-05-01,219.9
1871,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-06-01,199.1
1872,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-07-01,170.3
1873,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-08-01,218.0
1874,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-09-01,221.1
1875,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-10-01,279.2
1876,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-11-01,316.3
1877,0 Hele landet,Fullfoert bruksareal (1 000 m2),2011-12-01,298.3
1878,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-01-01,302.7
1879,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-02-01,202.9
1880,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-03-01,221.4
1881,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-04-01,228.7
1882,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-05-01,258.0
1883,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-06-01,344.4
1884,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-07-01,260.0
1885,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-08-01,310.0
1886,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-09-01,342.5
1887,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-10-01,319.6
1888,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-11-01,324.7
1889,0 Hele landet,Fullfoert bruksareal (1 000 m2),2012-12-01,364.6
1890,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-01-01,333.4
1891,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-02-01,274.7
1892,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-03-01,269.8
1893,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-04-01,241.3
1894,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-05-01,271.8
1895,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-06-01,346.5
1896,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-07-01,228.1
1897,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-08-01,288.9
1898,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-09-01,295.0
1899,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-10-01,296.2
1900,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-11-01,434.2
1901,0 Hele landet,Fullfoert bruksareal (1 000 m2),2013-12-01,350.0
1902,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-01-01,294.6
1903,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-02-01,268.4
1904,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-03-01,302.2
1905,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-04-01,183.8
1906,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-05-01,337.3
1907,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-06-01,439.5
1908,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-07-01,258.8
1909,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-08-01,266.2
1910,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-09-01,307.3
1911,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-10-01,343.0
1912,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-11-01,405.3
1913,0 Hele landet,Fullfoert bruksareal (1 000 m2),2014-12-01,345.5
1914,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-01-01,331.2
1915,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-02-01,299.7
1916,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-03-01,277.4
1917,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-04-01,261.4
1918,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-05-01,325.8
1919,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-06-01,382.0
1920,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-07-01,218.5
1921,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-08-01,245.8
1922,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-09-01,292.9
1923,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-10-01,334.4
1924,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-11-01,337.2
1925,0 Hele landet,Fullfoert bruksareal (1 000 m2),2015-12-01,359.5
1926,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-01-01,314.8
1927,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-02-01,301.6
1928,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-03-01,242.4
1929,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-04-01,306.9
1930,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-05-01,244.6
1931,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-06-01,421.1
1932,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-07-01,221.4
1933,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-08-01,271.2
1934,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-09-01,305.7
1935,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-10-01,328.9
1936,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-11-01,419.1
1937,0 Hele landet,Fullfoert bruksareal (1 000 m2),2016-12-01,380.7
1938,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-01-01,298.5
1939,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-02-01,269.1
1940,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-03-01,350.9
1941,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-04-01,279.7
1942,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-05-01,334.5
1943,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-06-01,495.6
1944,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-07-01,225.0
1945,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-08-01,296.0
1946,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-09-01,339.4
1947,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-10-01,392.3
1948,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-11-01,471.5
1949,0 Hele landet,Fullfoert bruksareal (1 000 m2),2017-12-01,316.6
1950,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-01-01,370.5
1951,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-02-01,259.2
1952,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-03-01,274.6
1953,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-04-01,318.5
1954,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-05-01,291.0
1955,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-06-01,416.4
1956,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-07-01,333.8
1957,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-08-01,362.9
1958,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-09-01,320.4
1959,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-10-01,350.3
1960,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-11-01,440.5
1961,0 Hele landet,Fullfoert bruksareal (1 000 m2),2018-12-01,420.0
1962,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-01-01,357.1
1963,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-02-01,240.3
1964,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-03-01,304.7
1965,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-04-01,263.1
1966,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-05-01,316.8
1967,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-06-01,459.7
1968,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-07-01,280.8
1969,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-08-01,328.4
1970,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-09-01,264.7
1971,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-10-01,373.3
1972,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-11-01,335.7
1973,0 Hele landet,Fullfoert bruksareal (1 000 m2),2019-12-01,321.8
1974,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-01-01,319.1
1975,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-02-01,248.3
1976,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-03-01,303.7
1977,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-04-01,210.2
1978,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-05-01,259.3
1979,0 Hele landet,Fullfoert bruksareal (1 000 m2),2020-06-01,318.8
