DK1,DK2,EE,FI,LT,LV,SE1,SE2,SE3,SE4,date,DK,SE
19330,2884,1586.0,,2358,324.0,8827.0,19182.0,10069.0,5256.0,2016-01-14,22214,43334.0
10424,3256,1931.0,,792,26.0,7732.0,25027.0,6998.0,4445.0,2016-01-15,13680,44202.0
8271,272,282.0,,832,44.0,8319.0,28504.0,11487.0,2534.0,2016-01-16,8543,50844.0
6268,2420,1109.0,,1053,207.0,2272.0,21567.0,18429.0,5491.0,2016-01-17,8688,47759.0
23374,3106,1592.0,,1755,482.0,993.0,5483.0,19055.0,9994.0,2016-01-18,26480,35525.0
23835,11396,733.0,,2537,205.0,510.0,2235.0,5083.0,12546.0,2016-01-19,35231,20374.0
4348,1753,268.0,,2585,197.0,856.0,1709.0,6811.0,5120.0,2016-01-20,6101,14496.0
8430,1665,314.0,,233,22.0,1862.0,5001.0,3988.0,4434.0,2016-01-21,10095,15285.0
28545,6465,324.0,,140,20.0,4608.0,12322.0,11728.0,3986.0,2016-01-22,35010,32644.0
15097,2916,1498.0,,1233,198.0,1317.0,10997.0,13342.0,5303.0,2016-01-23,18013,30959.0
28100,6279,1419.0,,1175,192.0,1162.0,12389.0,12260.0,5677.0,2016-01-24,34379,31488.0
33779,8585,93.0,,472,45.0,2524.0,11267.0,11094.0,4459.0,2016-01-25,42364,29344.0
62647,15438,2698.0,,3318,591.0,4223.0,20420.0,33463.0,20895.0,2016-01-26,78085,79001.0
71473,19875,2999.0,,4926,832.0,3368.0,18634.0,32815.0,27650.0,2016-01-27,91348,82467.0
66110,18563,4215.0,,5611,887.0,3196.0,20393.0,37662.0,28156.0,2016-01-28,84673,89407.0
72917,19655,4316.0,,4877,831.0,6460.0,32065.0,39400.0,27544.0,2016-01-29,92572,105469.0
59512,15919,4598.0,,5421,887.0,7518.0,33666.0,37084.0,23082.0,2016-01-30,75431,101350.0
52037,16091,1441.0,,4104,495.0,7976.0,17303.0,27333.0,23830.0,2016-01-31,68128,76442.0
51331,13405,1383.0,,2939,485.0,6935.0,27738.0,26068.0,19244.0,2016-02-01,64736,79985.0
71868,21803,4629.0,,5766,902.0,1033.0,4170.0,36509.0,30497.0,2016-02-02,93671,72209.0
62167,19102,1779.0,,4831,622.0,2005.0,19546.0,20777.0,23180.0,2016-02-03,81269,65508.0
44191,13868,1401.0,,2113,259.0,3185.0,33079.0,23551.0,16582.0,2016-02-04,58059,76397.0
26726,7684,2395.0,,3074,434.0,2367.0,14808.0,16206.0,9516.0,2016-02-05,34410,42897.0
57843,13049,2366.0,,1764,545.0,5132.0,24614.0,27892.0,15558.0,2016-02-06,70892,73196.0
61521,13740,3804.0,,3129,593.0,4631.0,26063.0,30072.0,15831.0,2016-02-07,75261,76597.0
65312,18529,4005.0,,3468,667.0,8289.0,29072.0,33872.0,24488.0,2016-02-08,83841,95721.0
35520,14383,4344.0,,4328,1031.0,2052.0,7546.0,18626.0,20148.0,2016-02-09,49903,48372.0
4778,9175,3713.0,,2643,762.0,255.0,2371.0,9904.0,13579.0,2016-02-10,13953,26109.0
4214,606,1572.0,,755,36.0,3423.0,22798.0,11724.0,1502.0,2016-02-11,4820,39447.0
5901,458,2188.0,,1753,203.0,9937.0,35224.0,11882.0,2320.0,2016-02-12,6359,59363.0
6966,2526,1692.0,,1060,150.0,5284.0,13087.0,4163.0,1687.0,2016-02-13,9492,24221.0
33588,11662,827.0,,606,23.0,1786.0,2225.0,3631.0,6601.0,2016-02-14,45250,14243.0
22097,9854,185.0,,836,50.0,5274.0,18304.0,10404.0,8699.0,2016-02-15,31951,42681.0
13758,818,1345.0,,1011,136.0,7078.0,20777.0,15255.0,4303.0,2016-02-16,14576,47413.0
40600,7796,1926.0,,2014,267.0,5420.0,27520.0,26498.0,12043.0,2016-02-17,48396,71481.0
10905,1228,3163.0,,3594,528.0,4656.0,16950.0,5633.0,3525.0,2016-02-18,12133,30764.0
17182,1895,402.0,,195,3.0,2629.0,10175.0,7884.0,2270.0,2016-02-19,19077,22958.0
54307,15827,2148.0,,2235,315.0,6215.0,32053.0,29081.0,19918.0,2016-02-20,70134,87267.0
40516,11999,2646.0,,3634,446.0,6921.0,16324.0,20065.0,16799.0,2016-02-21,52515,60109.0
49300,15790,838.0,,4269,456.0,1377.0,1734.0,11802.0,20294.0,2016-02-22,65090,35207.0
48189,15696,732.0,,4606,352.0,2717.0,13075.0,8149.0,14505.0,2016-02-23,63885,38446.0
43264,13618,1441.0,,1925,227.0,3672.0,24792.0,12265.0,11559.0,2016-02-24,56882,52288.0
18102,5569,1783.0,,2975,249.0,3472.0,8242.0,11813.0,8059.0,2016-02-25,23671,31586.0
19677,4326,2040.0,,2778,605.0,2833.0,7907.0,11153.0,8941.0,2016-02-26,24003,30834.0
6369,205,1427.0,,1923,503.0,1537.0,21871.0,10903.0,6915.0,2016-02-27,6574,41226.0
2568,77,1699.0,,245,135.0,2207.0,12359.0,5848.0,1507.0,2016-02-28,2645,21921.0
1773,1209,189.0,,902,40.0,4489.0,13856.0,3475.0,1240.0,2016-02-29,2982,23060.0
41810,5188,968.0,,3203,278.0,2943.0,22123.0,10789.0,6044.0,2016-03-01,46998,41899.0
25255,11343,1470.0,,711,130.0,5841.0,23201.0,17582.0,12729.0,2016-03-02,36598,59353.0
10185,2844,587.0,,1425,113.0,1795.0,5589.0,9088.0,2961.0,2016-03-03,13029,19433.0
13060,3742,662.0,,1079,189.0,1184.0,3390.0,5309.0,2373.0,2016-03-04,16802,12256.0
32213,8845,142.0,,987,75.0,340.0,2540.0,7819.0,15095.0,2016-03-05,41058,25794.0
7679,1422,512.0,,2992,360.0,484.0,1667.0,12321.0,10552.0,2016-03-06,9101,25024.0
3282,4616,1137.0,,932,187.0,399.0,513.0,8613.0,8277.0,2016-03-07,7898,17802.0
3763,2585,230.0,,642,29.0,1246.0,836.0,2585.0,3575.0,2016-03-08,6348,8242.0
20426,4049,510.0,,334,38.0,365.0,1427.0,2887.0,3211.0,2016-03-09,24475,7890.0
7668,4712,101.0,,865,107.0,1983.0,4874.0,2869.0,4535.0,2016-03-10,12380,14261.0
946,2102,121.0,,789,121.0,2997.0,6227.0,3119.0,1299.0,2016-03-11,3048,13642.0
1472,138,415.0,,767,88.0,1968.0,5419.0,4824.0,1257.0,2016-03-12,1610,13468.0
6131,100,689.0,,813,64.0,5697.0,16629.0,9576.0,922.0,2016-03-13,6231,32824.0
6893,801,1054.0,,2292,295.0,4688.0,21075.0,9569.0,3239.0,2016-03-14,7694,38571.0
12078,3362,449.0,,1100,91.0,8525.0,31940.0,10349.0,5136.0,2016-03-15,15440,55950.0
4128,681,2313.0,,1606,155.0,8254.0,31773.0,10631.0,3888.0,2016-03-16,4809,54546.0
16219,3495,3558.0,,1645,218.0,7761.0,35031.0,12623.0,7631.0,2016-03-17,19714,63046.0
7528,1451,3761.0,,3798,800.0,8007.0,24724.0,14168.0,6516.0,2016-03-18,8979,53415.0
20477,4229,1137.0,,2984,180.0,4362.0,6776.0,14233.0,5971.0,2016-03-19,24706,31342.0
33954,3775,614.0,,139,12.0,1185.0,4326.0,10280.0,4754.0,2016-03-20,37729,20545.0
46323,10855,198.0,,1534,99.0,956.0,3563.0,6170.0,6779.0,2016-03-21,57178,17468.0
21891,2549,450.0,,943,97.0,1979.0,7862.0,2180.0,2689.0,2016-03-22,24440,14710.0
18823,3521,1221.0,,1049,160.0,2157.0,5342.0,5980.0,3848.0,2016-03-23,22344,17327.0
11277,1902,1147.0,,442,137.0,2072.0,9816.0,10976.0,3793.0,2016-03-24,13179,26657.0
22360,3556,1792.0,,853,234.0,1527.0,5196.0,10739.0,6960.0,2016-03-25,25916,24422.0
39191,5508,1020.0,,248,36.0,4333.0,18955.0,17426.0,8201.0,2016-03-26,44699,48915.0
46653,10886,2514.0,,1795,279.0,7634.0,33486.0,28940.0,20522.0,2016-03-27,57539,90582.0
60032,13887,2330.0,,3037,407.0,7177.0,28471.0,22813.0,14807.0,2016-03-28,73919,73268.0
47398,7153,2202.0,,2841,364.0,7450.0,24159.0,20688.0,8944.0,2016-03-29,54551,61241.0
15025,8367,444.0,,1432,105.0,2762.0,6700.0,9488.0,6865.0,2016-03-30,23392,25815.0
27778,4997,231.0,,3428,133.0,886.0,3820.0,8312.0,9162.0,2016-03-31,32775,22180.0
10867,2497,439.0,,3073,259.0,1029.0,8992.0,14902.0,12034.0,2016-04-01,13364,36957.0
19475,3464,1419.0,,1149,149.0,1104.0,7835.0,16182.0,9935.0,2016-04-02,22939,35056.0
10525,1610,470.0,,1180,154.0,1502.0,3340.0,4216.0,4214.0,2016-04-03,12135,13272.0
15500,1784,469.0,,543,191.0,3044.0,9361.0,7379.0,5815.0,2016-04-04,17284,25599.0
4807,1626,1137.0,,2247,261.0,355.0,2777.0,4512.0,2102.0,2016-04-05,6433,9746.0
34393,10820,3083.0,,3919,883.0,1430.0,5805.0,18750.0,18742.0,2016-04-06,45213,44727.0
39052,16028,2799.0,,1795,534.0,2318.0,10577.0,17471.0,23608.0,2016-04-07,55080,53974.0
28606,8528,2526.0,,507,576.0,3273.0,16501.0,10452.0,14289.0,2016-04-08,37134,44515.0
6536,823,459.0,,688,159.0,2026.0,11803.0,6590.0,4429.0,2016-04-09,7359,24848.0
19482,3366,424.0,,2974,234.0,1048.0,5829.0,2558.0,2787.0,2016-04-10,22848,12222.0
21986,8816,754.0,,2857,370.0,1082.0,3970.0,3394.0,8826.0,2016-04-11,30802,17272.0
19073,7050,547.0,,1284,217.0,3031.0,6879.0,4238.0,8988.0,2016-04-12,26123,23136.0
5010,2185,1136.0,,717,342.0,2572.0,5830.0,6027.0,5595.0,2016-04-13,7195,20024.0
2997,1044,2034.0,,1829,480.0,3318.0,11655.0,7624.0,5473.0,2016-04-14,4041,28070.0
10848,3636,494.0,,809,51.0,3753.0,7660.0,17094.0,10133.0,2016-04-15,14484,38640.0
24239,7543,1996.0,,2426,419.0,2537.0,8736.0,6746.0,6308.0,2016-04-16,31782,24327.0
62178,17933,1482.0,,1775,423.0,695.0,2051.0,11782.0,25813.0,2016-04-17,80111,40341.0
61664,14641,2228.0,,5515,1069.0,435.0,3932.0,31537.0,25694.0,2016-04-18,76305,61598.0
72996,19460,1943.0,,5476,954.0,7240.0,18352.0,25675.0,27528.0,2016-04-19,92456,78795.0
39609,10830,2119.0,,4828,753.0,5694.0,23140.0,18037.0,12082.0,2016-04-20,50439,58953.0
46213,9243,1307.0,,3306,330.0,1043.0,8736.0,16234.0,18917.0,2016-04-21,55456,44930.0
36444,8567,403.0,,4241,244.0,426.0,13307.0,20721.0,13659.0,2016-04-22,45011,48113.0
17530,3123,182.0,,636,60.0,1257.0,5253.0,5673.0,3275.0,2016-04-23,20653,15458.0
11661,1824,1152.0,,1335,207.0,689.0,2245.0,4499.0,2689.0,2016-04-24,13485,10122.0
11862,5283,1301.0,,82,59.0,5744.0,19897.0,4930.0,4444.0,2016-04-25,17145,35015.0
37833,7214,1297.0,,424,126.0,3134.0,4505.0,12271.0,19432.0,2016-04-26,45047,39342.0
39565,2321,952.0,,1122,108.0,6757.0,16971.0,9967.0,14606.0,2016-04-27,41886,48301.0
11951,3448,1814.0,,887,225.0,2905.0,18029.0,11145.0,5538.0,2016-04-28,15399,37617.0
35274,8047,543.0,,640,192.0,4370.0,29292.0,23960.0,17145.0,2016-04-29,43321,74767.0
25396,2749,367.0,,552,144.0,1130.0,12307.0,19577.0,12875.0,2016-04-30,28145,45889.0
2058,1513,325.0,,720,196.0,1416.0,8009.0,5283.0,2244.0,2016-05-01,3571,16952.0
20752,2422,127.0,,536,65.0,2217.0,11502.0,9505.0,3996.0,2016-05-02,23174,27220.0
22180,6967,261.0,,527,97.0,968.0,12883.0,10338.0,8348.0,2016-05-03,29147,32537.0
6195,3005,599.0,,824,168.0,1991.0,6171.0,5401.0,6950.0,2016-05-04,9200,20513.0
4641,334,560.0,,1717,129.0,1507.0,9371.0,8499.0,3382.0,2016-05-05,4975,22759.0
21129,6079,339.0,,1396,141.0,1257.0,4819.0,4696.0,4993.0,2016-05-06,27208,15765.0
35714,9092,263.0,,1337,162.0,1520.0,5969.0,5318.0,6695.0,2016-05-07,44806,19502.0
30868,8119,324.0,,1278,188.0,2672.0,5644.0,3897.0,5241.0,2016-05-08,38987,17454.0
23746,7217,298.0,,1247,97.0,2119.0,4138.0,2705.0,4158.0,2016-05-09,30963,13120.0
14565,4570,444.0,,383,40.0,2144.0,14219.0,5314.0,2794.0,2016-05-10,19135,24471.0
21083,8617,1240.0,,953,225.0,2398.0,8326.0,13973.0,10478.0,2016-05-11,29700,35175.0
13223,10999,726.0,,1627,314.0,5598.0,19524.0,10288.0,7263.0,2016-05-12,24222,42673.0
19061,1816,1184.0,,1425,203.0,1817.0,7907.0,12349.0,2715.0,2016-05-13,20877,24788.0
30098,6696,863.0,,602,27.0,1046.0,7104.0,13911.0,5079.0,2016-05-14,36794,27140.0
36629,8796,1408.0,,2340,183.0,2220.0,19197.0,17065.0,8373.0,2016-05-15,45425,46855.0
41626,15537,1017.0,,4842,571.0,1648.0,10441.0,19788.0,18082.0,2016-05-16,57163,49959.0
41759,8427,988.0,,1519,158.0,3755.0,12690.0,4114.0,7167.0,2016-05-17,50186,27726.0
13961,1910,356.0,,321,87.0,2121.0,1675.0,9850.0,4243.0,2016-05-18,15871,17889.0
2682,599,362.0,,289,68.0,1114.0,4281.0,7275.0,3349.0,2016-05-19,3281,16019.0
22439,4790,262.0,,506,22.0,1709.0,10048.0,10149.0,5784.0,2016-05-20,27229,27690.0
17161,2350,821.0,,1192,68.0,1757.0,5510.0,9596.0,4492.0,2016-05-21,19511,21355.0
19223,8042,311.0,,114,42.0,1309.0,8043.0,10578.0,13096.0,2016-05-22,27265,33026.0
5782,1908,224.0,,1664,253.0,3727.0,13770.0,12537.0,7914.0,2016-05-23,7690,37948.0
16366,4871,645.0,,1281,187.0,3086.0,15945.0,13828.0,4549.0,2016-05-24,21237,37408.0
28305,1124,455.0,,1016,258.0,4604.0,17969.0,16914.0,7284.0,2016-05-25,29429,46771.0
7949,1296,791.0,,707,203.0,4122.0,24478.0,15522.0,4480.0,2016-05-26,9245,48602.0
4255,388,439.0,,274,76.0,888.0,11656.0,10657.0,1218.0,2016-05-27,4643,24419.0
7557,2327,984.0,,1672,240.0,633.0,4599.0,6762.0,3729.0,2016-05-28,9884,15723.0
16314,6871,859.0,,2350,268.0,712.0,2612.0,16442.0,8840.0,2016-05-29,23185,28606.0
38315,16108,925.0,,2490,401.0,1179.0,1261.0,19514.0,21881.0,2016-05-30,54423,43835.0
27450,10527,1156.0,,2842,300.0,518.0,1138.0,13408.0,14665.0,2016-05-31,37977,29729.0
17562,9176,633.0,,2331,298.0,1275.0,2294.0,8690.0,10550.0,2016-06-01,26738,22809.0
17236,7826,311.0,,408,136.0,2047.0,4217.0,8110.0,10448.0,2016-06-02,25062,24822.0
7550,3687,709.0,,425,141.0,7941.0,23967.0,4708.0,4855.0,2016-06-03,11237,41471.0
3256,435,1527.0,,1278,285.0,6431.0,18231.0,9608.0,2706.0,2016-06-04,3691,36976.0
5017,1396,1289.0,,1996,372.0,3335.0,7456.0,7870.0,4722.0,2016-06-05,6413,23383.0
12341,6062,1027.0,,1367,227.0,1237.0,4718.0,7968.0,5093.0,2016-06-06,18403,19016.0
10135,2516,720.0,,539,306.0,3636.0,15173.0,13071.0,6316.0,2016-06-07,12651,38196.0
27075,6604,2376.0,,2319,346.0,8164.0,40312.0,17747.0,7056.0,2016-06-08,33679,73279.0
17644,2262,3263.0,,2028,233.0,8811.0,35115.0,9684.0,4650.0,2016-06-09,19906,58260.0
27530,9270,739.0,,2047,306.0,5066.0,20379.0,14916.0,9153.0,2016-06-10,36800,49514.0
6520,1153,2419.0,,4927,682.0,610.0,2546.0,6759.0,4775.0,2016-06-11,7673,14690.0
8050,2862,1904.0,,2057,245.0,822.0,2694.0,2197.0,2517.0,2016-06-12,10912,8230.0
27790,8574,930.0,,474,45.0,2106.0,9698.0,3211.0,8908.0,2016-06-13,36364,23923.0
26635,3239,374.0,,2257,223.0,2285.0,4442.0,7530.0,13262.0,2016-06-14,29874,27519.0
4096,709,1519.0,,1101,352.0,1655.0,7129.0,11458.0,5360.0,2016-06-15,4805,25602.0
733,332,1236.0,,1126,410.0,4218.0,11717.0,8525.0,1987.0,2016-06-16,1065,26447.0
8628,2406,1725.0,,3647,409.0,4184.0,10757.0,5927.0,3798.0,2016-06-17,11034,24666.0
39499,8766,3644.0,,6073,1110.0,4585.0,24515.0,16886.0,20344.0,2016-06-18,48265,66330.0
47466,7519,2677.0,,1199,661.0,4189.0,21873.0,13908.0,15296.0,2016-06-19,54985,55266.0
39932,4495,1102.0,,464,98.0,3221.0,13953.0,12743.0,8772.0,2016-06-20,44427,38689.0
10365,3240,278.0,,894,32.0,3145.0,10887.0,11381.0,7568.0,2016-06-21,13605,32981.0
7751,1598,561.0,,827,81.0,3056.0,5310.0,9330.0,5317.0,2016-06-22,9349,23013.0
8698,3009,545.0,,403,127.0,607.0,1872.0,4940.0,5279.0,2016-06-23,11707,12698.0
10234,1947,557.0,,1688,438.0,968.0,2573.0,4823.0,5426.0,2016-06-24,12181,13790.0
7954,3696,172.0,,1303,82.0,497.0,3322.0,4479.0,4532.0,2016-06-25,11650,12830.0
27499,6758,380.0,,1496,197.0,1342.0,6194.0,15089.0,9994.0,2016-06-26,34257,32619.0
34764,4449,623.0,,1296,193.0,4518.0,16812.0,16754.0,9596.0,2016-06-27,39213,47680.0
8750,1081,197.0,,242,77.0,1209.0,6072.0,13799.0,4630.0,2016-06-28,9831,25710.0
16781,3342,151.0,,463,28.0,1429.0,3009.0,4437.0,3981.0,2016-06-29,20123,12856.0
23786,3246,693.0,,452,144.0,1952.0,9037.0,9754.0,5858.0,2016-06-30,27032,26601.0
27119,8347,191.0,,368,90.0,3610.0,12290.0,12261.0,11178.0,2016-07-01,35466,39339.0
39233,6193,1009.0,,2272,381.0,6841.0,20022.0,18538.0,9697.0,2016-07-02,45426,55098.0
33474,7981,880.0,,623,71.0,5074.0,15330.0,14658.0,9530.0,2016-07-03,41455,44592.0
18481,5257,1557.0,,2801,341.0,1403.0,6390.0,9364.0,9266.0,2016-07-04,23738,26423.0
11350,2973,3154.0,,2563,453.0,7683.0,17679.0,6926.0,3549.0,2016-07-05,14323,35837.0
54695,16485,2122.0,,1749,80.0,8058.0,33582.0,10409.0,16529.0,2016-07-06,71180,68578.0
36250,8246,3058.0,,4342,473.0,7367.0,28822.0,13804.0,17427.0,2016-07-07,44496,67420.0
12334,4320,2457.0,,3239,429.0,4205.0,12868.0,7293.0,7224.0,2016-07-08,16654,31590.0
25187,8371,451.0,,859,73.0,1372.0,5092.0,11402.0,9075.0,2016-07-09,33558,26941.0
22373,4036,635.0,,2495,360.0,631.0,5877.0,8714.0,7088.0,2016-07-10,26409,22310.0
36501,7399,625.0,,1583,323.0,635.0,5681.0,12440.0,13474.0,2016-07-11,43900,32230.0
30109,8800,2307.0,,2492,740.0,355.0,2480.0,17065.0,16900.0,2016-07-12,38909,36800.0
25166,1121,1544.0,,625,263.0,1011.0,2964.0,15362.0,7957.0,2016-07-13,26287,27294.0
27271,4632,542.0,,2103,122.0,739.0,6138.0,5320.0,2613.0,2016-07-14,31903,14810.0
41728,12838,1642.0,,3269,367.0,924.0,8895.0,6975.0,10044.0,2016-07-15,54566,26838.0
30587,6565,2529.0,,2229,378.0,1891.0,7810.0,21240.0,12073.0,2016-07-16,37152,43014.0
17967,3303,1706.0,,1471,267.0,1722.0,4986.0,20132.0,9037.0,2016-07-17,21270,35877.0
15409,3735,349.0,,1703,127.0,2263.0,10677.0,6716.0,6015.0,2016-07-18,19144,25671.0
3775,1266,1223.0,,1516,200.0,1278.0,4148.0,3224.0,2701.0,2016-07-19,5041,11351.0
7503,1557,1353.0,,2703,206.0,932.0,1728.0,1248.0,1109.0,2016-07-20,9060,5017.0
12635,5098,1473.0,,2434,299.0,1166.0,3119.0,3239.0,1986.0,2016-07-21,17733,9510.0
4385,2857,527.0,,737,65.0,850.0,2601.0,1862.0,1500.0,2016-07-22,7242,6813.0
1994,690,97.0,,330,10.0,332.0,2332.0,1452.0,936.0,2016-07-23,2684,5052.0
2246,1096,30.0,,170,22.0,488.0,1381.0,1408.0,1128.0,2016-07-24,3342,4405.0
8682,870,0.0,,335,28.0,627.0,3088.0,2640.0,1626.0,2016-07-25,9552,7981.0
11002,1885,44.0,,454,40.0,1065.0,8381.0,12031.0,4330.0,2016-07-26,12887,25807.0
14952,1432,85.0,,312,39.0,1761.0,7002.0,8439.0,3088.0,2016-07-27,16384,20290.0
6441,1359,265.0,,1067,67.0,1014.0,7799.0,11480.0,3721.0,2016-07-28,7800,24014.0
4041,1620,92.0,,122,50.0,1312.0,2876.0,3390.0,2290.0,2016-07-29,5661,9868.0
12166,3609,223.0,,712,196.0,381.0,3505.0,8878.0,4535.0,2016-07-30,15775,17299.0
10935,856,1182.0,,1093,187.0,1228.0,5480.0,20012.0,6320.0,2016-07-31,11791,33040.0
26381,4588,384.0,,1288,65.0,1314.0,5233.0,15907.0,6861.0,2016-08-01,30969,29315.0
8120,2048,1254.0,,1407,269.0,810.0,3634.0,19533.0,7487.0,2016-08-02,10168,31464.0
28666,7514,548.0,,568,155.0,777.0,4249.0,9854.0,9032.0,2016-08-03,36180,23912.0
41792,7929,2216.0,,1895,521.0,619.0,2207.0,13278.0,11158.0,2016-08-04,49721,27262.0
21604,4138,551.0,,846,85.0,625.0,1098.0,9292.0,5561.0,2016-08-05,25742,16576.0
47161,9180,302.0,,1024,139.0,407.0,5286.0,9555.0,14759.0,2016-08-06,56341,30007.0
39408,8302,577.0,,3296,211.0,1017.0,10819.0,15456.0,15780.0,2016-08-07,47710,43072.0
59490,14098,2598.0,,3244,719.0,6876.0,25951.0,35504.0,22511.0,2016-08-08,73588,90842.0
57579,13317,3927.0,,2883,945.0,4088.0,15025.0,35155.0,24443.0,2016-08-09,70896,78711.0
45567,11585,2088.0,,1520,282.0,2562.0,11892.0,21389.0,19933.0,2016-08-10,57152,55776.0
18931,7439,2090.0,,1808,341.0,1723.0,10397.0,7392.0,10519.0,2016-08-11,26370,30031.0
27273,5187,852.0,,1396,215.0,2480.0,12672.0,16506.0,8758.0,2016-08-12,32460,40416.0
50557,11286,3193.0,,3547,751.0,2756.0,7960.0,22800.0,20498.0,2016-08-13,61843,54014.0
31721,6455,999.0,,3492,364.0,3689.0,15197.0,10879.0,14611.0,2016-08-14,38176,44376.0
15339,3210,882.0,,2341,504.0,3245.0,22306.0,14072.0,6129.0,2016-08-15,18549,45752.0
5919,1586,2361.0,,3887,585.0,7775.0,25588.0,16191.0,5822.0,2016-08-16,7505,55376.0
5584,2033,2361.0,,2303,148.0,4438.0,20000.0,18934.0,8475.0,2016-08-17,7617,51847.0
16189,3000,1028.0,,2238,111.0,1066.0,9120.0,21578.0,11736.0,2016-08-18,19189,43500.0
2447,617,1122.0,,1590,272.0,2119.0,7211.0,5078.0,1452.0,2016-08-19,3064,15860.0
15340,2084,119.0,,950,57.0,1750.0,4449.0,4146.0,4289.0,2016-08-20,17424,14634.0
17327,1393,1562.0,,2102,203.0,1469.0,3416.0,2502.0,1156.0,2016-08-21,18720,8543.0
14974,4686,1069.0,,296,37.0,1616.0,2373.0,4664.0,4458.0,2016-08-22,19660,13111.0
4859,2989,263.0,,426,83.0,4153.0,11414.0,3637.0,3423.0,2016-08-23,7848,22627.0
9604,1806,491.0,,443,31.0,2314.0,8371.0,5252.0,1864.0,2016-08-24,11410,17801.0
13923,6197,1032.0,,413,221.0,4282.0,14931.0,9064.0,9207.0,2016-08-25,20120,37484.0
27261,6249,1277.0,,3963,640.0,2164.0,13348.0,20383.0,13319.0,2016-08-26,33510,49214.0
8771,944,3609.0,,3079,364.0,8298.0,31494.0,28076.0,7689.0,2016-08-27,9715,75557.0
20793,5788,485.0,,1407,135.0,2401.0,6036.0,7318.0,7189.0,2016-08-28,26581,22944.0
45879,13766,1335.0,,4608,701.0,1953.0,2633.0,17359.0,16456.0,2016-08-29,59645,38401.0
25782,6203,1728.0,,5531,629.0,2673.0,10388.0,18799.0,13795.0,2016-08-30,31985,45655.0
17534,1156,630.0,,1221,151.0,5218.0,16822.0,16894.0,6093.0,2016-08-31,18690,45027.0
18413,2021,1787.0,,1936,356.0,7008.0,17011.0,23406.0,8925.0,2016-09-01,20434,56350.0
26242,3343,1608.0,,2511,364.0,4227.0,12365.0,17979.0,10477.0,2016-09-02,29585,45048.0
23232,4792,933.0,,2289,375.0,1530.0,6509.0,16571.0,12295.0,2016-09-03,28024,36905.0
9968,2086,1282.0,,1142,170.0,1976.0,14582.0,10986.0,3323.0,2016-09-04,12054,30867.0
6826,3789,406.0,,1055,125.0,3953.0,8555.0,7458.0,5494.0,2016-09-05,10615,25460.0
23067,2003,1321.0,,782,127.0,2841.0,15373.0,25704.0,6532.0,2016-09-06,25070,50450.0
11028,1552,3168.0,,4846,780.0,8245.0,32216.0,23512.0,9237.0,2016-09-07,12580,73210.0
10830,1905,1115.0,,1046,78.0,3025.0,11184.0,4204.0,2690.0,2016-09-08,12735,21103.0
9371,2042,30.0,,459,64.0,3995.0,13796.0,8993.0,3562.0,2016-09-09,11413,30346.0
18583,2108,503.0,,147,7.0,652.0,4103.0,11328.0,1926.0,2016-09-10,20691,18009.0
22398,3392,591.0,,119,127.0,3984.0,20269.0,23296.0,9207.0,2016-09-11,25790,56756.0
10224,3316,939.0,,528,47.0,7554.0,10542.0,5817.0,1953.0,2016-09-12,13540,25866.0
13567,3754,605.0,,844,45.0,610.0,2824.0,3606.0,3565.0,2016-09-13,17321,10605.0
13255,4368,355.0,,544,37.0,3372.0,9611.0,1922.0,1672.0,2016-09-14,17623,16577.0
12586,2483,676.0,,272,30.0,3875.0,7762.0,3603.0,1174.0,2016-09-15,15069,16414.0
19520,7608,1399.0,,923,120.0,1426.0,6467.0,11554.0,8720.0,2016-09-16,27128,28167.0
15190,11295,261.0,,2152,102.0,2529.0,4145.0,4946.0,9903.0,2016-09-17,26485,21523.0
6606,7130,187.0,,877,46.0,1603.0,2304.0,655.0,6378.0,2016-09-18,13736,10940.0
1273,1529,313.0,,235,40.0,697.0,2512.0,1495.0,2143.0,2016-09-19,2802,6847.0
2852,1585,888.0,,1213,81.0,298.0,2875.0,3102.0,4512.0,2016-09-20,4437,10787.0
2912,1432,768.0,,2176,210.0,71.0,431.0,945.0,2281.0,2016-09-21,4344,3728.0
7433,1249,878.0,,1255,112.0,242.0,1048.0,749.0,450.0,2016-09-22,8682,2489.0
16379,2196,1148.0,,971,75.0,325.0,3352.0,5589.0,4904.0,2016-09-23,18575,14170.0
13813,1974,557.0,,1153,10.0,586.0,4109.0,9073.0,7279.0,2016-09-24,15787,21047.0
29346,5039,607.0,,217,16.0,2424.0,9044.0,14128.0,6755.0,2016-09-25,34385,32351.0
5141,1748,275.0,,627,57.0,1623.0,10270.0,9065.0,6878.0,2016-09-26,6889,27836.0
24287,1410,164.0,,454,101.0,2786.0,15868.0,11792.0,5541.0,2016-09-27,25697,35987.0
60431,16489,2823.0,,5998,650.0,7972.0,27736.0,33767.0,25310.0,2016-09-28,76920,94785.0
65854,15516,2694.0,,5422,826.0,5287.0,22859.0,36472.0,25702.0,2016-09-29,81370,90320.0
44732,12731,4599.0,,7536,1153.0,9139.0,32668.0,40149.0,24948.0,2016-09-30,57463,106904.0
8033,2888,3372.0,,2952,635.0,8514.0,31672.0,18086.0,8575.0,2016-10-01,10921,66847.0
11209,988,327.0,,1882,123.0,6943.0,17844.0,10772.0,5564.0,2016-10-02,12197,41123.0
33935,7420,1511.0,,2076,422.0,4531.0,11733.0,15146.0,18487.0,2016-10-03,41355,49897.0
